Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
902;21100201763;"Kunstiteaduslikke Uurimusi";journal;"14062860";"Estonian Society of Art Historians";No;No;0,124;Q3;5;20;57;932;1;47;0,03;46,60;70,00;0;4;Estonia;Eastern Europe;"Estonian Society of Art Historians";"2011-2024";"Arts and Humanities (miscellaneous) (Q3); Cultural Studies (Q3)";"Arts and Humanities; Social Sciences"
903;16494;"Late Imperial China";journal;"08843236, 10863257";"Johns Hopkins University Press";No;No;0,124;Q3;18;9;26;596;11;24;0,36;66,22;0,00;0;1;United States;Northern America;"Johns Hopkins University Press";"1978, 1987-1988, 1999, 2001-2024";"Cultural Studies (Q3); History (Q3)";"Arts and Humanities; Social Sciences"
904;21100821117;"Libri et Liberi";journal;"18483488, 18485871";"Croatian Association of Researchers in Children's Literature";Yes;No;0,124;Q3;5;12;34;400;4;30;0,09;33,33;72,73;0;0;Croatia;Eastern Europe;"Croatian Association of Researchers in Children's Literature";"2015-2024";"Literature and Literary Theory (Q2); Cultural Studies (Q3)";"Arts and Humanities; Social Sciences"
905;21100845670;"Studies in American Humor";journal;"23339934, 0095280X";"Penn State University Press";No;No;0,124;Q3;5;12;50;586;15;38;0,48;48,83;50,00;0;4;United States;Northern America;"Penn State University Press";"2017-2024";"Literature and Literary Theory (Q2); Visual Arts and Performing Arts (Q2); Cultural Studies (Q3); History (Q3); Linguistics and Language (Q3); Psychology (miscellaneous) (Q4)";"Arts and Humanities; Psychology; Social Sciences"
906;5600153982;"Acta Koreana";journal;"15207412";"Keimyung University, Academia Koreana";No;No;0,123;Q3;9;10;46;430;6;37;0,17;43,00;50,00;0;1;South Korea;Asiatic Region;"Keimyung University, Academia Koreana";"2009-2024";"Arts and Humanities (miscellaneous) (Q3); Cultural Studies (Q3)";"Arts and Humanities; Social Sciences"
907;16400154727;"European Romantic Review";journal;"17404657, 10509585";"Routledge";No;No;0,123;Q3;17;35;113;1473;20;106;0,18;42,09;51,35;0;2;United Kingdom;Western Europe;"Routledge";"1990-2024";"Literature and Literary Theory (Q2); Cultural Studies (Q3)";"Arts and Humanities; Social Sciences"
908;21100244842;"International Journal of Critical Cultural Studies";journal;"23272376, 23270055";"Common Ground Research Networks";No;No;0,123;Q3;4;18;38;640;10;38;0,35;35,56;48,15;0;5;United States;Northern America;"Common Ground Research Networks";"2013-2025";"Literature and Literary Theory (Q2); Arts and Humanities (miscellaneous) (Q3); Cultural Studies (Q3)";"Arts and Humanities; Social Sciences"
909;21100899295;"Narodopisny Vestnik";journal;"25710982, 12118117";"Czech Ethnological Society";No;No;0,123;Q3;2;11;35;356;9;35;0,22;32,36;75,00;0;1;Czech Republic;Eastern Europe;"Czech Ethnological Society";"2018-2024";"Cultural Studies (Q3); History (Q3); Anthropology (Q4)";"Arts and Humanities; Social Sciences"
910;21101170295;"Osmanli Medeniyeti Arastirmalari Dergisi";journal;"24589519";"Selim Hilmi Ozkan";No;No;0,123;Q3;2;64;76;2854;6;76;0,06;44,59;10,45;0;12;Turkey;Middle East;"Selim Hilmi Ozkan";"2019-2024";"Arts and Humanities (miscellaneous) (Q3); Cultural Studies (Q3); History (Q3); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
911;21100211719;"Shaman";journal;"12167827";"Molnar &amp; Kelemen Oriental Publishers";No;No;0,123;Q3;3;5;24;300;4;24;0,11;60,00;60,00;0;0;Hungary;Eastern Europe;"Molnar &amp; Kelemen Oriental Publishers";"2011-2013, 2016-2021, 2023-2024";"Cultural Studies (Q3); Religious Studies (Q3); Anthropology (Q4)";"Arts and Humanities; Social Sciences"
912;21100948920;"Slovenske Divadlo";journal;"0037699X, 13368605";"Slovak Academy of Sciences";Yes;Yes;0,123;Q3;2;28;91;771;8;81;0,12;27,54;56,52;0;3;Slovakia;Eastern Europe;"Slovak Academy of Sciences";"2018-2024";"Literature and Literary Theory (Q2); Visual Arts and Performing Arts (Q2); Cultural Studies (Q3); History (Q3); Music (Q3); Communication (Q4)";"Arts and Humanities; Social Sciences"
913;21100929890;"Slovo a Smysl";journal;"23366680, 12147915";"Univerzita Karlova, Filozoficka fakulta";Yes;Yes;0,123;Q3;2;24;86;915;6;83;0,08;38,13;40,00;0;3;Czech Republic;Eastern Europe;"Univerzita Karlova, Filozoficka fakulta";"2018-2024";"Literature and Literary Theory (Q2); Cultural Studies (Q3)";"Arts and Humanities; Social Sciences"
914;21100886418;"Theatralia";journal;"1803845X, 23364548";"Masaryk University, Faculty of Arts";Yes;Yes;0,123;Q3;2;26;112;654;13;101;0,07;25,15;57,14;0;0;Czech Republic;Eastern Europe;"Masaryk University, Faculty of Arts";"2018-2024";"Visual Arts and Performing Arts (Q2); Cultural Studies (Q3); History (Q3)";"Arts and Humanities; Social Sciences"
915;21100905397;"Czas Kultury";journal;"08672148";"Stowarzyszenie Czasu Kultury";No;No;0,122;Q3;1;34;198;556;2;121;0,00;16,35;64,52;0;5;Poland;Eastern Europe;"Stowarzyszenie Czasu Kultury";"2018-2024";"Arts and Humanities (miscellaneous) (Q3); Cultural Studies (Q3); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
916;21101193866;"Mutefekkir";journal;"21488134, 21485631";"Aksaray University, Faculty of Islamic Sciences";Yes;No;0,122;Q3;1;29;50;1430;3;48;0,06;49,31;12,50;0;3;Turkey;Middle East;"Aksaray University, Faculty of Islamic Sciences";"2022-2024";"Cultural Studies (Q3); Religious Studies (Q3)";"Arts and Humanities; Social Sciences"
917;16400154711;"Seminar - A Journal of Germanic Studies";journal;"00371939, 1911026X";"University of Toronto Press";No;No;0,122;Q3;9;19;65;913;4;63;0,07;48,05;43,75;0;1;Canada;Northern America;"University of Toronto Press";"1996-2024";"Literature and Literary Theory (Q2); Cultural Studies (Q3)";"Arts and Humanities; Social Sciences"
918;5700168298;"Souls";journal;"10999949, 15483843";"Taylor and Francis Ltd.";No;No;0,122;Q3;26;0;25;0;4;21;0,33;0,00;0,00;0;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1999-2000, 2002-2022";"Cultural Studies (Q3); Sociology and Political Science (Q4)";"Social Sciences"
919;21101104841;"Topos";journal;"2538886X";"European Humanities University";Yes;Yes;0,122;Q3;2;16;69;740;12;63;0,23;46,25;40,00;0;3;Lithuania;Eastern Europe;"European Humanities University";"2019-2024";"Cultural Studies (Q3); Philosophy (Q3); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
920;21100307490;"Cahiers des Ameriques Latines";book series;"11417161";"Institut des Hautes Etudes de l'Amerique Latine (IHEAL)";Yes;Yes;0,121;Q3;7;17;125;898;19;107;0,13;52,82;42,11;0;5;France;Western Europe;"Institut des Hautes Etudes de l'Amerique Latine (IHEAL)";"1972, 1976, 1979, 1987, 2001-2002, 2012-2024";"Cultural Studies (Q3); Demography (Q4); Sociology and Political Science (Q4); Urban Studies (Q4)";"Social Sciences"
921;16400154753;"Contemporary French and Francophone Studies";journal;"17409292";"Taylor and Francis Ltd.";No;No;0,121;Q3;11;70;199;1831;27;178;0,12;26,16;55,38;0;10;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1997-2024";"Literature and Literary Theory (Q2); Cultural Studies (Q3); History (Q3); Visual Arts and Performing Arts (Q3)";"Arts and Humanities; Social Sciences"
922;21100267793;"Early Medieval China";journal;"15299104, 19467842";"Maney Publishing";No;No;0,121;Q3;6;3;19;0;2;16;0,09;0,00;100,00;0;0;United Kingdom;Western Europe;"Maney Publishing";"1994-1995, 2005, 2007-2024";"Literature and Literary Theory (Q2); Cultural Studies (Q3); History (Q3); Philosophy (Q3); Religious Studies (Q3); Anthropology (Q4)";"Arts and Humanities; Social Sciences"
923;21100235621;"Etudes Mongoles et Siberiennes, Centrasiatiques et Tibetaines";journal;"07665075, 21010013";"Centre d'Etudes Mongoles et Siberiennes";No;No;0,121;Q3;8;12;35;653;17;32;0,44;54,42;54,55;0;2;France;Western Europe;"Centre d'Etudes Mongoles et Siberiennes";"2011, 2013-2024";"Cultural Studies (Q3); Linguistics and Language (Q3); Anthropology (Q4)";"Social Sciences"
924;21101021441;"European Journal of American Studies";journal;"19919336";"European Association for American Studies";Yes;Yes;0,121;Q3;5;40;145;1388;32;140;0,16;34,70;72,97;0;4;France;Western Europe;"European Association for American Studies";"2018-2024";"Literature and Literary Theory (Q2); Cultural Studies (Q3); History (Q3); Geography, Planning and Development (Q4); Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
925;21101125543;"European Journal of Creative Practices in Cities and Landscapes";journal;"26120496";"Department of Architecture, University of Bologna";Yes;Yes;0,121;Q3;6;0;70;0;15;65;0,10;0,00;0,00;0;0;Italy;Western Europe;"Department of Architecture, University of Bologna";"2018-2023";"Cultural Studies (Q3); Architecture (Q4); Social Sciences (miscellaneous) (Q4); Urban Studies (Q4)";"Engineering; Social Sciences"
926;21100202733;"Extrapolation";journal;"00145483";"Liverpool University Press";No;No;0,121;Q3;9;15;37;583;9;35;0,28;38,87;28,57;0;0;United States;Northern America;"Liverpool University Press";"2011-2024";"Literature and Literary Theory (Q2); Cultural Studies (Q3)";"Arts and Humanities; Social Sciences"
927;6000162994;"Folk Life";journal;"04308778, 1759670X";"Taylor and Francis Ltd.";No;No;0,121;Q3;6;8;28;132;7;26;0,12;16,50;70,00;0;2;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1963-1995, 2002-2024";"Arts and Humanities (miscellaneous) (Q3); Cultural Studies (Q3); Anthropology (Q4)";"Arts and Humanities; Social Sciences"
928;21100404539;"Journal of Muslims in Europe";journal;"2211792X, 22117954";"Brill Academic Publishers";No;No;0,121;Q3;14;16;65;671;19;58;0,22;41,94;46,67;0;4;Netherlands;Western Europe;"Brill Academic Publishers";"2012-2025";"Cultural Studies (Q3); History (Q3); Religious Studies (Q3); Anthropology (Q4)";"Arts and Humanities; Social Sciences"
929;14000155810;"Photography and Culture";journal;"17514525, 17514517";"Taylor and Francis Ltd.";No;No;0,121;Q3;9;20;92;575;18;86;0,17;28,75;57,14;0;2;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2012-2025";"Cultural Studies (Q3); Visual Arts and Performing Arts (Q3)";"Arts and Humanities; Social Sciences"
930;21101021469;"ReOrient";journal;"20555601, 2055561X";"Pluto Journals";Yes;Yes;0,121;Q3;7;16;27;896;8;27;0,33;56,00;27,27;0;1;United Kingdom;Western Europe;"Pluto Journals";"2019-2024";"Cultural Studies (Q3); Philosophy (Q3); Religious Studies (Q3)";"Arts and Humanities; Social Sciences"
931;21100903450;"Review of Korean Studies";journal;"27339351, 12290076";"The Academy of Korean Studies";Yes;Yes;0,121;Q3;3;27;84;648;9;72;0,09;24,00;38,10;0;3;South Korea;Asiatic Region;"The Academy of Korean Studies";"2018-2024";"Arts and Humanities (miscellaneous) (Q3); Cultural Studies (Q3); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
932;21100291843;"Seoul Journal of Korean Studies";journal;"12250201";"Kyujanggak Institute for Korean Studies, Seoul National University";No;No;0,121;Q3;4;14;55;646;9;47;0,13;46,14;27,27;0;2;South Korea;Asiatic Region;"Kyujanggak Institute for Korean Studies, Seoul National University";"2013-2024";"Archeology (Q3); Arts and Humanities (miscellaneous) (Q3); Cultural Studies (Q3); Linguistics and Language (Q3); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
933;4600151402;"Volta Review";journal;"00428639, 21625158";"Alexander Graham Bell Association";No;No;0,121;Q3;32;4;14;119;2;12;0,00;29,75;72,73;0;0;United States;Northern America;"Alexander Graham Bell Association";"1946-1948, 1973, 1996-2001, 2004-2015, 2017-2024";"Arts and Humanities (miscellaneous) (Q3); Cultural Studies (Q3); Developmental and Educational Psychology (Q4)";"Arts and Humanities; Psychology; Social Sciences"
934;6500153188;"Wasafiri";journal;"02690055";"Routledge";No;No;0,121;Q3;13;85;180;498;29;71;0,13;5,86;77,78;0;6;United Kingdom;Western Europe;"Routledge";"1984-2024";"Literature and Literary Theory (Q2); Cultural Studies (Q3)";"Arts and Humanities; Social Sciences"
935;21101219814;"Afrika Focus";journal;"2031356X, 0772084X";"Brill Academic Publishers";No;No;0,120;Q3;4;21;39;848;7;35;0,06;40,38;43,75;0;12;Netherlands;Western Europe;"Brill Academic Publishers";"2019-2025";"Cultural Studies (Q3); Social Sciences (miscellaneous) (Q4)";"Social Sciences"
936;22779;"Archiv Orientalni";journal;"00448699";"Oriental Institute, Czech Academy of Sciences";No;No;0,120;Q3;7;23;64;1159;11;58;0,17;50,39;36,36;0;4;Czech Republic;Eastern Europe;"Oriental Institute, Czech Academy of Sciences";"1986, 2001, 2009-2024";"Cultural Studies (Q3); History (Q3)";"Arts and Humanities; Social Sciences"
937;19900192554;"Comparative Critical Studies";journal;"17500109, 17441854";"Edinburgh University Press";No;No;0,120;Q3;12;33;66;675;17;55;0,26;20,45;60,00;0;5;United Kingdom;Western Europe;"Edinburgh University Press";"2004-2024";"Literature and Literary Theory (Q2); Cultural Studies (Q3)";"Arts and Humanities; Social Sciences"
938;5600156482;"Dutch Crossing";journal;"03096564";"Maney Publishing";No;No;0,120;Q3;7;13;54;368;13;43;0,31;28,31;41,67;0;1;United Kingdom;Western Europe;"Maney Publishing";"2011-2025";"Arts and Humanities (miscellaneous) (Q3); Cultural Studies (Q3); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
939;6500153123;"Early Popular Visual Culture";journal;"17460654";"Routledge";No;No;0,120;Q3;11;24;60;873;9;55;0,20;36,38;50,00;0;2;United Kingdom;Western Europe;"Routledge";"2009-2025";"Cultural Studies (Q3); History (Q3); Visual Arts and Performing Arts (Q3)";"Arts and Humanities; Social Sciences"
940;21100258625;"International Journal of Diverse Identities";journal;"23277866, 23278560";"Common Ground Research Networks";No;No;0,120;Q3;3;6;12;325;7;12;0,88;54,17;46,67;0;1;United States;Northern America;"Common Ground Research Networks";"2013-2025";"Cultural Studies (Q3); Anthropology (Q4); Gender Studies (Q4); Sociology and Political Science (Q4)";"Social Sciences"
941;5700165614;"Journal of Middle East Women's Studies";journal;"15525864";"Duke University Press";No;No;0,120;Q3;15;29;100;1005;23;92;0,21;34,66;66,67;0;12;United States;Northern America;"Duke University Press";"2013-2024";"Cultural Studies (Q3); History (Q3); Gender Studies (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
942;16400154767;"Pomegranate";journal;"17431735, 15280268";"Equinox Publishing Ltd";No;No;0,120;Q3;13;0;18;0;4;18;0,10;0,00;0,00;0;0;United Kingdom;Western Europe;"Equinox Publishing Ltd";"2004-2022";"Cultural Studies (Q3); Religious Studies (Q3)";"Arts and Humanities; Social Sciences"
943;21100899305;"SARE";journal;"0127046X";"University of Malaya";Yes;Yes;0,120;Q3;4;22;76;589;13;57;0,25;26,77;57,89;0;6;Malaysia;Asiatic Region;"University of Malaya";"2018-2024";"Literature and Literary Theory (Q2); Cultural Studies (Q3); Linguistics and Language (Q3); Communication (Q4)";"Arts and Humanities; Social Sciences"
944;21101149043;"Studies in Linguistics, Culture and FLT";journal;"25349538, 2534952X";"Konstantin Preslavsky University of Shumen";Yes;Yes;0,120;Q3;2;31;41;1183;11;41;0,27;38,16;60,87;0;3;Bulgaria;Eastern Europe;"Konstantin Preslavsky University of Shumen";"2022-2024";"Cultural Studies (Q3)";"Social Sciences"
945;19700169104;"Vostok (Oriens)";journal;"08691908";"Russian Academy of Sciences";No;No;0,120;Q3;4;0;301;0;33;301;0,11;0,00;0,00;0;0;Russian Federation;Eastern Europe;"Russian Academy of Sciences";"1999, 2001, 2019-2023";"Cultural Studies (Q3); History (Q3); Linguistics and Language (Q3); Anthropology (Q4); Political Science and International Relations (Q4)";"Arts and Humanities; Social Sciences"
946;6500153148;"Year's Work in Critical and Cultural Theory";journal;"10774254";"Oxford University Press";No;No;0,120;Q3;5;20;50;372;5;49;0,09;18,60;50,00;0;3;United Kingdom;Western Europe;"Oxford University Press";"1991-1996, 2007-2024";"Literature and Literary Theory (Q2); Cultural Studies (Q3); History (Q3); Linguistics and Language (Q3); Philosophy (Q3); Visual Arts and Performing Arts (Q3)";"Arts and Humanities; Social Sciences"
947;21100805773;"Arizona Quarterly";journal;"00041610, 15589595";"Johns Hopkins University Press";No;No;0,119;Q3;6;20;63;876;10;54;0,14;43,80;44,44;0;6;United States;Northern America;"Johns Hopkins University Press";"2016-2024";"Literature and Literary Theory (Q2); Cultural Studies (Q3)";"Arts and Humanities; Social Sciences"
948;21100901131;"Cultural History";journal;"20452918, 2045290X";"Edinburgh University Press";No;No;0,119;Q3;7;21;38;937;11;32;0,29;44,62;52,94;0;3;United Kingdom;Western Europe;"Edinburgh University Press";"2012-2024";"Cultural Studies (Q3); History (Q3); Political Science and International Relations (Q4)";"Arts and Humanities; Social Sciences"
949;5800223782;"Forum Italicum";journal;"00145858, 2168989X";"SAGE Publications Inc.";No;No;0,119;Q3;6;42;130;1753;20;113;0,17;41,74;45,24;0;6;United States;Northern America;"SAGE Publications Inc.";"1967, 1969-1974, 1976-1985, 1988, 1990-1994, 1998-1999, 2002-2025";"Literature and Literary Theory (Q2); Cultural Studies (Q3); Linguistics and Language (Q3)";"Arts and Humanities; Social Sciences"
950;21101059010;"International Journal of Asian Christianity";journal;"25424246, 25424238";"Brill Academic Publishers";No;No;0,119;Q3;2;14;47;471;7;42;0,13;33,64;14,29;0;2;Netherlands;Western Europe;"Brill Academic Publishers";"2021-2024";"Cultural Studies (Q3); History (Q3); Religious Studies (Q3)";"Arts and Humanities; Social Sciences"
951;21100258752;"International Journal of Organizational Diversity";journal;"23286261, 23286229";"Common Ground Research Networks";No;No;0,119;Q3;5;7;32;383;9;32;0,20;54,71;73,68;0;4;United States;Northern America;"Common Ground Research Networks";"2013-2025";"Cultural Studies (Q3); Organizational Behavior and Human Resource Management (Q4)";"Business, Management and Accounting; Social Sciences"
